40,5582.7,5644.6,558.47,14.415,0.40974,4.5743,254,53.777,282,16.878,-0.12854,0.050729,6744,0.666666667
42,6859.5,7553.1,142.28,0.74924,1.8503,1.0181,21042,0,0,,,,,0
43,8377,8991.8,216.23,1.5089,1.4653,1.2815,4093.2,5491.1,0,8.4185,-0.32654,0.4069,283.5,0.666666667
44,8600.2,9017.4,96.835,0.2932,3.3193,0.56654,7070,9963.8,0,5.1005,-0.46392,0.10049,195,0.333333333
45,5560,6554,121.39,0.64893,1.9046,0.98662,10665,1124.3,0,11.361,-0.33415,0.94675,270,0.166666667
46,7801.7,8371.4,271.62,2.6623,1.066,1.7606,3315,4663,0,7.9428,-0.41845,0.1715,342,0.833333333
47,3244.1,3575.8,123.92,1.3093,0.99277,1.8912,4084.8,4100.7,0,5.0617,-0.1031,0.27633,294,0.666666667
48,7043.3,7692,403.82,6.1361,0.68038,2.7425,1211.6,2330.2,0,7.5094,-0.36079,0.4313,244.71,2.333333333
49,,6863.8,4.77E-11,4.27E-25,2.40E+12,7.86E-13,21600,0,0,,,,,0
50,,8324.7,1.14E-10,2.92E-25,3.19E+12,5.89E-13,21600,0,0,,,,,0
51,6227.7,6798,384.35,6.4366,0.62267,3.0057,2251.5,3769.7,0,7.7464,-0.12944,0.19787,512.57,1.166666667
53,7191.9,7200.5,451.13,8.5625,0.55323,3.398,,,0,,,,,0
54,,7060.4,4.40E-11,6.11E-25,2.03E+12,9.26E-13,21600,0,0,,,,,0
55,7073.1,7620.7,260.15,2.4798,1.0532,1.7851,4831.5,1684.2,0,9.614,-0.17544,0.14787,758,0.5
56,6898.9,6902.2,310.13,3.3166,0.85433,2.2014,,,0,,,,,0
57,4749.5,5610.3,738.79,36.129,0.25049,7.2548,1292,1252.6,1512,16.69,-0.59225,0.41446,508,1.833333333
58,5834.5,5837.5,259.99,3.0632,0.83567,2.2448,,,0,,,,,0
59,,6604,6.71E-11,2.62E-25,3.00E+12,6.27E-13,21600,0,0,,,,,0
60,7948.6,8443.1,163.82,0.8981,1.8373,1.0233,4124.4,4845.1,0,5.2293,-0.18099,0.20953,244.5,0.666666667
61,7444.1,8034.1,282.65,2.8066,1.0172,1.8472,3228,5906.3,0,6.596,-0.10663,0.26795,446.4,0.833333333
62,6384.2,7101,870.4,29.585,0.3071,6.0937,1858,2133.3,0,17.105,-0.1359,0.11881,2090.4,0.833333333
